PanoramaId,n_cameras_median,attached_street_median,attached_building_median,attached_unknown_median,type_dome_median,type_bullet_median,type_unknown_median,n_cameras_agreement,attached_street_agreement,attached_building_agreement,attached_unknown_agreement,type_dome_agreement,type_bullet_agreement,type_unknown_agreement,Lat,Long,geometry_pano,BoroName,URL,ImageDate
LQcy3PdJwRhhEgyVDeowAg,1,0,1,0,0,0,0,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,40.69201277339727,-73.84840483021411,POINT (-73.84840483021411 40.69201277339727),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LQcy3PdJwRhhEgyVDeowAg,2018-06
LQkM-G0rVdDtW-i8bAZbdA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.71668708035337,-73.9814679905759,POINT (-73.9814679905759 40.71668708035337),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=LQkM-G0rVdDtW-i8bAZbdA,2018-08
LQlJvalrOXmc037KQTNTSg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.7098398626071,-73.85983572517989,POINT (-73.85983572517989 40.7098398626071),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LQlJvalrOXmc037KQTNTSg,2019-08
LQntVN0z2COkwFbZ3B-tgw,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.7701691255611,-73.8727817771541,POINT (-73.8727817771541 40.7701691255611),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LQntVN0z2COkwFbZ3B-tgw,2019-10
LQpyeBaruBZwCRJbeY0F5A,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,40.76134946256789,-73.7861171986773,POINT (-73.7861171986773 40.76134946256789),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LQpyeBaruBZwCRJbeY0F5A,2020-11
LQqt43MysvehAIKeXy1AYw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.81234587699044,-73.96327338437555,POINT (-73.96327338437555 40.81234587699044),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=LQqt43MysvehAIKeXy1AYw,2019-11
LRFPO-jY9edVwgG0otY93Q,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.50236031014789,-74.24070013783208,POINT (-74.24070013783208 40.50236031014789),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LRFPO-jY9edVwgG0otY93Q,2019-10
LRWpv9xeBYBmm7OvCB2Zww,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.69880374903471,-73.89228058027236,POINT (-73.89228058027236 40.69880374903471),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LRWpv9xeBYBmm7OvCB2Zww,2019-11
LRrQ-cQiSsvEx7jWdu5s1A,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.71840934546762,-73.80046205433092,POINT (-73.80046205433092 40.71840934546762),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LRrQ-cQiSsvEx7jWdu5s1A,2019-08
LRxAXo5PNcXRA-trtwoTAw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.6816690716854,-73.84959903609396,POINT (-73.84959903609396 40.6816690716854),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LRxAXo5PNcXRA-trtwoTAw,2018-06
LRzlqzjYvbuIAmqXXZqpfg,1,0,0,0,0,0,0,All disagree,Unanimous,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,40.71894721255413,-73.99928181199236,POINT (-73.99928181199236 40.71894721255413),Manhattan,https://www.google.com/maps/@?api=1&map_action=pano&pano=LRzlqzjYvbuIAmqXXZqpfg,2019-06
LS4O93XknkVBee6Z3dLbWg,1,0,1,0,0,0,0,2 vs 1,Unanimous,All disagree,2 vs 1,Unanimous,Unanimous,Unanimous,40.77070939773192,-73.89666137080388,POINT (-73.89666137080388 40.77070939773192),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LS4O93XknkVBee6Z3dLbWg,2018-07
LS6WqD3wiySK1soSRG53aA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.66887409275628,-73.85490664983054,POINT (-73.85490664983054 40.66887409275628),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LS6WqD3wiySK1soSRG53aA,2020-11
LS6oFIRCecbNqKffNXUZNg,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.61960845047036,-73.94131612798779,POINT (-73.94131612798779 40.61960845047036),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LS6oFIRCecbNqKffNXUZNg,2019-11
LSD6QQ6XRf1_5oQ2LC1yJA,4,2,2,0,2,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.85446610456719,-73.86583002354233,POINT (-73.86583002354233 40.85446610456719),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=LSD6QQ6XRf1_5oQ2LC1yJA,2019-09
LSDJ3sPDbVdfXLGl_zd2PA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.56426459555406,-74.12196933362576,POINT (-74.12196933362576 40.56426459555406),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LSDJ3sPDbVdfXLGl_zd2PA,2018-06
LSDVlwPhAB9B56fuTSZevw,4,0,4,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.65909374566503,-73.83119769975896,POINT (-73.83119769975896 40.65909374566503),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LSDVlwPhAB9B56fuTSZevw,2020-11
LSE2OIq_B8oPcGezxfWE4g,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.53484283502591,-74.21830527323485,POINT (-74.21830527323485 40.53484283502591),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LSE2OIq_B8oPcGezxfWE4g,2019-09
LSJFUaepw6KxcnxJr_PZ9A,7,0,7,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.72049438354644,-73.90822643658224,POINT (-73.90822643658224 40.72049438354644),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LSJFUaepw6KxcnxJr_PZ9A,2020-11
LSWNb1wN1TKBiJBwJcNkkw,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.65983395201641,-73.73047720573075,POINT (-73.73047720573075 40.65983395201641),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LSWNb1wN1TKBiJBwJcNkkw,2018-07
LT31qa4DEAp9hbYtFEqH3g,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.79071688737717,-73.84169289604851,POINT (-73.84169289604851 40.79071688737717),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LT31qa4DEAp9hbYtFEqH3g,2019-08
LTDT-5c-KbzP6EBh1Ttmyw,2,0,1,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,Unanimous,2 vs 1,Unanimous,40.6009007952691,-73.9812478687374,POINT (-73.9812478687374 40.6009007952691),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTDT-5c-KbzP6EBh1Ttmyw,2019-11
LTDeQcLw8hjdfAIuOpmq-A,1,0,0,0,0,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.70660653765833,-73.75485941497554,POINT (-73.75485941497554 40.70660653765833),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTDeQcLw8hjdfAIuOpmq-A,2019-07
LTMD08ZUemO48z6A3V_uSg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.6644828990439,-73.75802955633456,POINT (-73.75802955633456 40.6644828990439),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTMD08ZUemO48z6A3V_uSg,2020-10
LTNvUcUVaTD0T36g4y8efg,0,0,0,0,0,0,0,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,40.60830796374485,-74.13810751551003,POINT (-74.13810751551003 40.60830796374485),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTNvUcUVaTD0T36g4y8efg,2019-09
LTRPYgmc7rG9SvR5ZQoB4g,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.68202887375395,-73.87792304690471,POINT (-73.87792304690471 40.68202887375395),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTRPYgmc7rG9SvR5ZQoB4g,2018-08
LTRzXZCDrJMXyDT-6NGjsg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.5470024,-74.1670413,POINT (-74.1670413 40.5470024),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTRzXZCDrJMXyDT-6NGjsg,2019-09
LTgcQn4HPAx-7OhgmVLJVg,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,2 vs 1,Unanimous,40.89229855140482,-73.9121373022719,POINT (-73.9121373022719 40.89229855140482),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTgcQn4HPAx-7OhgmVLJVg,2016-06
LTi1896wkIRvD2_snLBU7Q,2,0,2,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.80723999804827,-73.88176933656618,POINT (-73.88176933656618 40.80723999804827),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTi1896wkIRvD2_snLBU7Q,2019-09
LTqKO8hVs5cN13RgNdE5Lw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.59659462280101,-73.99448388718983,POINT (-73.99448388718983 40.59659462280101),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTqKO8hVs5cN13RgNdE5Lw,2014-09
LTrvazjsN_Q0x93PSBXNFA,1,0,1,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,40.67869591853523,-74.01352392908655,POINT (-74.01352392908655 40.67869591853523),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTrvazjsN_Q0x93PSBXNFA,2019-11
LTt_c_hO6mmSKm-N0u4cTA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.73539976689486,-73.75971062396135,POINT (-73.75971062396135 40.73539976689486),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTt_c_hO6mmSKm-N0u4cTA,2013-10
LTvV21ozgDvtIl493c0crQ,2,0,2,0,0,0,0,All disagree,Unanimous,All disagree,2 vs 1,Unanimous,Unanimous,Unanimous,40.71047726411636,-73.93724346034968,POINT (-73.93724346034968 40.71047726411636),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTvV21ozgDvtIl493c0crQ,2019-07
LTw3CKPMVGjp6qWYTMI40Q,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.7711210023004,-73.80535960438743,POINT (-73.80535960438743 40.7711210023004),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTw3CKPMVGjp6qWYTMI40Q,2019-06
LTw55V8pjOAbMaNMlOsdMQ,4,0,4,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.83380664223922,-73.92126122999872,POINT (-73.92126122999872 40.83380664223922),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=LTw55V8pjOAbMaNMlOsdMQ,2019-08
LULYzbZaUgTtHigT2i9JKA,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.65018495228621,-74.00512282881924,POINT (-74.00512282881924 40.65018495228621),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LULYzbZaUgTtHigT2i9JKA,2019-07
LUX6iXjGYmW1P8OHUDP_0Q,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.6198188169048,-74.13516787114546,POINT (-74.13516787114546 40.6198188169048),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LUX6iXjGYmW1P8OHUDP_0Q,2019-10
LUc06XISRmP1dvZpLjcflA,6,0,6,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.68149428418023,-73.95737024644077,POINT (-73.95737024644077 40.68149428418023),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LUc06XISRmP1dvZpLjcflA,2020-11
LUzUNg5NAXc02VMccqLw7A,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.72115641477755,-73.9427857510424,POINT (-73.9427857510424 40.72115641477755),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LUzUNg5NAXc02VMccqLw7A,2020-11
LV28xNDpQKiwHSbqk2QbjQ,1,0,1,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.83132723885555,-73.92162623039542,POINT (-73.92162623039542 40.83132723885555),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=LV28xNDpQKiwHSbqk2QbjQ,2019-09
LVj8UTeNOR6K2sjTQcBV_A,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.65763180951428,-73.73474772905085,POINT (-73.73474772905085 40.65763180951428),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LVj8UTeNOR6K2sjTQcBV_A,2018-07
LVvxyucupHNwyLx5AQE06w,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.75741872352515,-73.813604933447,POINT (-73.813604933447 40.75741872352515),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LVvxyucupHNwyLx5AQE06w,2019-08
LVxLzNA88TfCMVU692jbAA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.76454982151002,-73.81929907798296,POINT (-73.81929907798296 40.76454982151002),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LVxLzNA88TfCMVU692jbAA,2019-08
LW-ggrDWFbal3vlNrEG23g,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.85099183498762,-73.84854463918155,POINT (-73.84854463918155 40.85099183498762),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=LW-ggrDWFbal3vlNrEG23g,2020-10
LW3KRTLs7L6mWGo6IDIkCA,3,0,3,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.77008003854371,-73.73136356299332,POINT (-73.73136356299332 40.77008003854371),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LW3KRTLs7L6mWGo6IDIkCA,2019-07
LW57ucPIyyJWurgAru93lA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.72892748093763,-73.90209160239044,POINT (-73.90209160239044 40.72892748093763),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LW57ucPIyyJWurgAru93lA,2020-11
LW7cQEr0tdHzFMFyZg2SDA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,2 vs 1,40.76743637067273,-73.74684383605104,POINT (-73.74684383605104 40.76743637067273),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LW7cQEr0tdHzFMFyZg2SDA,2020-11
LW7xAYP1EV9JsOl_nViblg,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.72656710064324,-73.90314586183881,POINT (-73.90314586183881 40.72656710064324),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LW7xAYP1EV9JsOl_nViblg,2020-11
LW80qcEY13UO_uh2Uxfy7w,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.77365135326698,-73.81524900388428,POINT (-73.81524900388428 40.77365135326698),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LW80qcEY13UO_uh2Uxfy7w,2019-05
LW8BxNoRwRIw2GA9vuYUIg,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,Unanimous,40.5870921274927,-73.9254745843067,POINT (-73.9254745843067 40.5870921274927),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LW8BxNoRwRIw2GA9vuYUIg,2019-10
LW99DJyvGxsIljWMKdNrtA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,40.59231822864987,-73.78076956387319,POINT (-73.78076956387319 40.59231822864987),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LW99DJyvGxsIljWMKdNrtA,2020-11
LW9lc5gaCg3cgomWV8dYIg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.68264699277697,-73.91011641283286,POINT (-73.91011641283286 40.68264699277697),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LW9lc5gaCg3cgomWV8dYIg,2019-11
LWExkqMaLCisuBBAC7rpiw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.55771113275934,-74.16924520498492,POINT (-74.16924520498492 40.55771113275934),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWExkqMaLCisuBBAC7rpiw,2019-09
LWJdJIjAuIuNO-wVqfuSrA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,40.547501,-74.1874306,POINT (-74.1874306 40.547501),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWJdJIjAuIuNO-wVqfuSrA,2018-08
LWMNXc7VtR5aq-KXOPDBhw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.6304548749679,-73.89500311720313,POINT (-73.89500311720313 40.6304548749679),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWMNXc7VtR5aq-KXOPDBhw,2018-08
LWNoTM3mTCXBfaBWMGouHg,4,0,4,0,0,0,0,2 vs 1,2 vs 1,All disagree,Unanimous,2 vs 1,2 vs 1,Unanimous,40.75251446140923,-73.82683594185342,POINT (-73.82683594185342 40.75251446140923),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWNoTM3mTCXBfaBWMGouHg,2019-10
LWSRUcpguSHT8BFuloI0Iw,10,0,10,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.61334943818112,-74.00053482104015,POINT (-74.00053482104015 40.61334943818112),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWSRUcpguSHT8BFuloI0Iw,2019-11
LWU9PK0jboQq85nWMXPa2A,2,0,1,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,Unanimous,2 vs 1,Unanimous,40.78419532179586,-73.84590081507143,POINT (-73.84590081507143 40.78419532179586),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWU9PK0jboQq85nWMXPa2A,2019-08
LWV9aSgBeMuH9iV73knaHA,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.56261043155882,-74.09939339169179,POINT (-74.09939339169179 40.56261043155882),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWV9aSgBeMuH9iV73knaHA,2018-06
LWVHWvMmTNcMaoNrihgF1A,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.68945114253279,-73.8056515757147,POINT (-73.8056515757147 40.68945114253279),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWVHWvMmTNcMaoNrihgF1A,2019-08
LWcJTt_UcoghxlibIuPFPw,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.56909672884603,-74.14288908760453,POINT (-74.14288908760453 40.56909672884603),Staten Island,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWcJTt_UcoghxlibIuPFPw,2018-09
LWmotXJQ0Z4Iv3Qf_cMfAA,2,0,0,0,0,0,0,All disagree,2 vs 1,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,40.75552670953047,-73.75344082086968,POINT (-73.75344082086968 40.75552670953047),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWmotXJQ0Z4Iv3Qf_cMfAA,2019-06
LWo8PqrbHFkdokbNHDUyMw,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,2 vs 1,40.69759899924954,-73.76401400306158,POINT (-73.76401400306158 40.69759899924954),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LWo8PqrbHFkdokbNHDUyMw,2020-11
LXDs-xCQHsIXrr0sHTZgZQ,0,0,0,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,Unanimous,40.75212847258344,-73.70243095937053,POINT (-73.70243095937053 40.75212847258344),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LXDs-xCQHsIXrr0sHTZgZQ,2019-07
LXL78sn20FztCvu8GkPghA,0,0,0,0,0,0,0,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,2 vs 1,40.90380893079097,-73.85528666977223,POINT (-73.85528666977223 40.90380893079097),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=LXL78sn20FztCvu8GkPghA,2019-11
LXiZvSGZK2dr-jKj-bo2ew,2,0,2,0,0,0,0,All disagree,2 vs 1,All disagree,Unanimous,Unanimous,2 vs 1,Unanimous,40.65484640875308,-73.96194203048636,POINT (-73.96194203048636 40.65484640875308),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LXiZvSGZK2dr-jKj-bo2ew,2019-06
LXsEnqGjmpzzQZerhOz_uw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.63423305523688,-73.96604162841425,POINT (-73.96604162841425 40.63423305523688),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LXsEnqGjmpzzQZerhOz_uw,2020-11
LY0XlSXSgx1s5SKOetr02Q,3,0,3,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.5765956431536,-73.96584665149385,POINT (-73.96584665149385 40.5765956431536),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LY0XlSXSgx1s5SKOetr02Q,2019-10
LY1P1EYpdWAVdXDmqj4Ugg,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.69231683886906,-73.91108453861878,POINT (-73.91108453861878 40.69231683886906),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LY1P1EYpdWAVdXDmqj4Ugg,2014-09
LY5C0Ur__ZiquBm60Q8fCA,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.73821409543415,-73.88362116508996,POINT (-73.88362116508996 40.73821409543415),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LY5C0Ur__ZiquBm60Q8fCA,2020-11
LY5v_jUeva31GsBAZw6jgQ,1,1,0,0,0,0,0,All disagree,All disagree,Unanimous,Unanimous,2 vs 1,2 vs 1,Unanimous,40.81861996737667,-73.81808989110546,POINT (-73.81808989110546 40.81861996737667),Bronx,https://www.google.com/maps/@?api=1&map_action=pano&pano=LY5v_jUeva31GsBAZw6jgQ,2019-07
LY7bo_iQjxv6fT_MV6hLQw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.73644998238199,-73.79270355346333,POINT (-73.79270355346333 40.73644998238199),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LY7bo_iQjxv6fT_MV6hLQw,2017-12
LYATw489HkcTwHoLGZTVNg,3,0,3,0,0,0,0,All disagree,Unanimous,All disagree,Unanimous,Unanimous,Unanimous,Unanimous,40.72871657071332,-73.95152917203464,POINT (-73.95152917203464 40.72871657071332),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LYATw489HkcTwHoLGZTVNg,2020-11
LYOru9aURmzCs2al80KyZw,0,0,0,0,0,0,0,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,Unanimous,40.59177047643712,-73.9658403737432,POINT (-73.9658403737432 40.59177047643712),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LYOru9aURmzCs2al80KyZw,2019-10
LYURTDiL1tInkpY6edZezQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.68353114083404,-73.86550255351868,POINT (-73.86550255351868 40.68353114083404),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LYURTDiL1tInkpY6edZezQ,2018-06
LYY7cS5bXlRs103DZiIvTQ,0,0,0,0,0,0,0,2 vs 1,Unanimous,2 vs 1,Unanimous,Unanimous,Unanimous,Unanimous,40.658504,-73.844548,POINT (-73.844548 40.658504),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LYY7cS5bXlRs103DZiIvTQ,2020-11
LYYKnwE0AgS8OZ81-IX1sA,2,0,1,0,0,0,0,2 vs 1,Unanimous,2 vs 1,2 vs 1,Unanimous,Unanimous,Unanimous,40.76868969222691,-73.89145707398897,POINT (-73.89145707398897 40.76868969222691),Queens,https://www.google.com/maps/@?api=1&map_action=pano&pano=LYYKnwE0AgS8OZ81-IX1sA,2019-10
LYvYzdFMIwxH7nd2h9LTEQ,2,0,2,0,0,0,0,2 vs 1,2 vs 1,2 vs 1,Unanimous,Unanimous,2 vs 1,2 vs 1,40.65856669864006,-73.90401554879465,POINT (-73.90401554879465 40.65856669864006),Brooklyn,https://www.google.com/maps/@?api=1&map_action=pano&pano=LYvYzdFMIwxH7nd2h9LTEQ,2019-07
