PanoramaId,Lat,Long,GoogleLat,GoogleLong
4x6Lczai7YMin1M_YUQbpA,40.8688140000661,-73.8382209997993,40.86875890575195,-73.83818980298877
IqkVSJ0LKPA8aGeSMqG9WA,40.8502789996762,-73.8980504997307,40.85014758978679,-73.89814030278352
fqSvcNZVLcQZkWjATyVwrA,40.8488630998522,-73.898846200092,40.84875161343005,-73.89891946262335
I4ZtBqtRy9UklWRpb80NzA,40.849984499585,-73.8977818002898,40.85006245480497,-73.8977359638033
y_YnV5mtnskLhR9hU394aw,40.867857,-73.8653239996029,40.8678627727582,-73.86530170281497
s2VWAJegDrlWtqUo9bW4rg,40.8364410998769,-73.9053869999101,40.83650409694369,-73.90529643478891
tY33-KC5sudj6cr6fr9wxQ,40.8677149997475,-73.8576609996554,40.8677911345358,-73.85766664574172
D11CVlpREVRhFpdvpS8BKQ,40.8487537000233,-73.8984813001719,40.84868866964462,-73.89850830632734
zdWOFPddtFx_4kQlrw35ug,40.868275000391,-73.8398870001849,40.86821914016264,-73.83986243186342
vgdEAzgOoGD287jRRscaMA,40.812408300103,-73.9297019997475,40.81243533341672,-73.92970647641191
ndMAl-IUVJsTiP-sgJ72rw,40.8676779998399,-73.8557070003777,40.86772164875333,-73.85564975281568
5uAOaoTdwnZJdfpfCOw3ig,40.8676969998168,-73.8567210003739,40.86766768263564,-73.8567264317021
86BHWgQf4TJJC8Ao3Gl19Q,40.864704699962,-73.8015111999819,40.86473671282109,-73.80150330163538
ZEOKr-Yqu_lcTWO1NjDvag,40.8678050003006,-73.8625039999596,40.86781356243736,-73.8626076757084
mqWadPFbTeYWzCVa3cgVTA,40.8674839998868,-73.8452340003488,40.86744123328221,-73.84524418822501
PZopRnX0MBWd-T7QmOXJzw,40.8643269999911,-73.8016850002625,40.86438509332352,-73.80172913131416
58yqkXWPsni77CNH-x4dzA,40.8680089998155,-73.8407209999741,40.86797505058647,-73.8407090820275
vToxWp74A-MdiCI6fSAIgw,40.8621797004329,-73.802122300104,40.86224863663632,-73.802120245602
Pj90yx5d-UX8z_7Zw2m-Sw,40.8354987003048,-73.8607867004458,40.83549223932241,-73.86078301307101
GQ5V6ALJlhW84WWpExTN1w,40.8362338996748,-73.8595931004412,40.83617296025561,-73.85961202566826
TXnD2jXuwX74czU_W11iJA,40.8674449998869,-73.8432129997801,40.86741525052683,-73.84316156340287
fIKsJeesQDgbl7L5T3Q46Q,40.8677339997244,-73.8586019998824,40.86781841138857,-73.85860434280393
9cK4ulvRfC-yeHea_WZLyA,40.8679109997929,-73.8682889996376,40.86791245799011,-73.868362847105
SJepyAkynwFv3Htt3pi9Fg,40.8792501000121,-73.8881455996397,40.87932515212471,-73.88808466150375
lqMuSnKY55jGjIQxdPCbaQ,40.8676060001168,-73.8518830003002,40.86761207020309,-73.85199613039124
oumMwlC9zzuvG2GRQFWw-Q,40.874549099961,-73.8914993001525,40.87455013131315,-73.89157684551827
MrGX9EUlbXPdT9ixOQFilw,40.8677630001624,-73.8604800001518,40.86777094874206,-73.86032888614058
_AljF3tcFFbl5PRta_dnPQ,40.8637722999517,-73.8587291001678,40.86373772588297,-73.85873849144397
-PslLvhR9JWbQS9L2p7kJA,40.8676250000937,-73.8528180002505,40.8676736316398,-73.85281531562556
0SfSJcadLUT6-03cLMdZuQ,40.8814362997455,-73.8229718002084,40.88155919069123,-73.8229234857627
Wvbq5RExK-WSQBLjh1SvCA,40.8675029998636,-73.8461739996304,40.8674981,-73.8461682
b6MyF0WTRx58wHah9uLKLA,40.8556356001029,-73.8605713002253,40.85551813451504,-73.86050215619176
yUykrkvjgUY463ppzqIFmw,40.8572172998386,-73.8688820000042,40.85719965009604,-73.86884325497729
rbTYlALKD7KrByNfrFZD_w,40.8596900001934,-73.8588220001351,40.8597637276517,-73.85881978816727
YSt0oUyEptHb17M7hMXjcA,40.8340339996694,-73.8952740002948,40.83400554825005,-73.8952786018847
iob38EBHwYc_B7WtDGOHjg,40.8597850000777,-73.8521320000917,40.85979291529793,-73.85208900565482
5CnELk-fzxUJI3FVBEjj9Q,40.8580612002642,-73.8588276002135,40.85801566209172,-73.8588226595741
FcPJqO_XbMWGtT_LxoUnDg,40.8675910003245,-73.8509440001654,40.86759122708235,-73.85105651741155
bbo8w3aOoQVzo7w2CyDNnw,40.8678390000699,-73.8643850003674,40.86780716276427,-73.8643870957021
FWLUC3VjeYX9m2weED3QHw,40.8566966984939,-73.8647525002277,40.85666538633326,-73.86474664149844
IUvMUkdI9y1oLHu9VZyx8Q,40.8685450002516,-73.8390530003956,40.86856101243933,-73.83900276374975
KzdvJyoKdrV7zD9BlfU9Eg,40.8414416002497,-73.7830659995961,40.84143627791753,-73.78319489690158
zEabXVhN4nIakSpKVM7Bdg,40.8407397999019,-73.7868256001213,40.84073941710201,-73.78688665771604
HclSciRwuQO7EvlQWjljWg,40.8677939997933,-73.8616940003778,40.86774464497165,-73.86156241404159
V1EGycVPEjNg-lm9Z9acYA,40.8690829998806,-73.8373890001022,40.86907405392784,-73.8373828515428
jUKOfyjyZIPYjg334sgZ1Q,40.8676599999091,-73.8546969996668,40.86772752244204,-73.85470232711702
FAbRMVY6EtmtcVR7HR_Zvg,40.8502740003449,-73.8276590001627,40.85027195522868,-73.82778362774827
jA1JMvO6jwSbwS6p0NF0xA,40.8442199999531,-73.8554359995717,40.84425472581565,-73.85546568717645
caJebZdkESIDp5sHO0-Fng,40.8502409997224,-73.82883899972,40.85024386255017,-73.82876580097216
-lW7DU4FLipAt9kwEncYCw,40.8429390002347,-73.8953779996949,40.8429312,-73.895341
59lKKPw7oXkCKH0lSDhYwQ,40.8440799997922,-73.8550240003573,40.844088,-73.8550207
qOwOEEAP33pR2Fyacn8OLg,40.8502061995565,-73.8301652002638,40.85021662595396,-73.83005463665725
jnHc4ljfnx0Egl5PLI5kZQ,40.8440045997326,-73.8553180004253,40.84407974737935,-73.85532163542959
PXJ56aRZWTGnEGl6qZ-Clg,40.8439074001065,-73.8946137000622,40.84385739252064,-73.89474799015285
wXllA_iKgdSkyjKPgUi0Gw,40.8493239997029,-73.8594250000637,40.84929154304954,-73.85950004122026
YUbctmVfE1woR8wUpdWNlw,40.8480029999386,-73.8924210000291,40.84808690189289,-73.89238160063208
bBFKv5hIsDpauBQob2vIpg,40.8469710000117,-73.8930399997961,40.84705379897212,-73.89299902588756
7VT3hRWQ8i-zTL4Ynj-nUw,40.8434440001406,-73.8547290002431,40.8434999,-73.8547434
l4kTHUEEWWvnXtRggNYnGA,40.8460539999921,-73.8568710000965,40.84604058243526,-73.85690688351394
X2rhDn9oNObabDpwznzZfg,40.8494670000021,-73.8915440000555,40.84943636348827,-73.89156850188603
IICWFbQEWOp5BVvS0Au6Lw,40.8549496997689,-73.8610357002373,40.85492855338546,-73.8610352455366
cNn2U1IO7LPFsa8GZ5mknA,40.8521030001534,-73.8899710003614,40.85201197102039,-73.890016849246
9cOZLpw_uUKfNpiQZuSoOg,40.8504769998137,-73.8909359998964,40.85043228811458,-73.8909782562881
oXVLQJBevWMdCY_uDdjaag,40.8824002003091,-73.8362222997193,40.8824475,-73.8362559
jjbEMKjRO36tFOwmNtQ7eQ,40.8821037999505,-73.8366613001788,40.882086134058,-73.83661493438798
TdPJkyPG7lI-YJwxPCiHng,40.8602520000298,-73.8245961997548,40.86027182228619,-73.82460310846812
5GyxAUiCx3db2HqONx4SyA,40.851914299905,-73.8896684999013,40.85191197913508,-73.88969458483463
2wsrn_tcq419toK260JR-Q,40.8555560002093,-73.887568000163,40.85554674051681,-73.88754871377844
uYJtun3iag6G0RRQwqq72Q,40.8547619995667,-73.8882370004372,40.85474693776939,-73.8881875969068
jxbfscWqHKFiyJp9OYlFzw,40.8784602002781,-73.834004600332,40.8784832594542,-73.83403475754741
-QqxD1NLbo_4Go41veDs5w,40.862467800049,-73.8257700002853,40.86248106063476,-73.82575985449918
fpzIFKRTEMa4nmgF8Uh4Jg,40.8627883004398,-73.8260132003489,40.86272574004894,-73.8259692835149
FShKyxQahga21cmg9E1bHw,40.856434000229,-73.8868169997047,40.85646624311523,-73.88678852895816
92lPw4HsbQBhaxtHDUOyhw,40.8833223003839,-73.8367419999433,40.88334642570598,-73.83677225546244
pnfl88YSKYnSy8UojPkEgA,40.8573720003176,-73.8860169996847,40.85741792342398,-73.88609695082458
_nDkH-rrYbZiAlC9QrXmTw,40.861199700206,-73.8251283996559,40.86126092627026,-73.82513683330887
uGPeo2tR7OcATnol1Xs-qw,40.8584388004103,-73.8851131000895,40.858400875278,-73.88515833391928
QGn72tu7CdlRoCHpQi7AVA,40.8462690000144,-73.8929009996813,40.84623378781421,-73.8928125963226
0e0iXHSH3VHRtVdo74omFA,40.87997920018,-73.8348807999089,40.87994729263655,-73.83486263264426
1Lw1EM7HJoLpp7XxjGk6iQ,40.8061180001457,-73.8557099996167,40.8061723,-73.8557083
PS5gYyYncdplSiWR7M8mNg,40.8512240000876,-73.8904990004285,40.85119975699047,-73.89042990675154
faPimmevA2cD25A1ZxgYfQ,40.8255329997482,-73.8601169995998,40.82545568263191,-73.86009944441372
whoWfckwv6n3em8OJ7Sb2g,40.8078994995623,-73.8571214999572,40.80793468507051,-73.85711021688381
LmfSHa5liNV4wfcJAdLK3w,40.869205299585,-73.8304676,40.86927616861755,-73.83055216986868
_wKev524TZGbmS_NackyLw,40.8526381003681,-73.8898971003708,40.85269447193208,-73.88984907802907
VDqUElW8J6EQC8kOBsCiAQ,40.807118200045,-73.8558118001744,40.80712561059521,-73.85574080834343
m89H9BxV2g1Uty1PdI2-OQ,40.8087989996741,-73.8561856996103,40.80880257416536,-73.856149182204
tlqtVoiKORUM0HOQx34lrQ,40.8690512996778,-73.8304048003412,40.86913833779117,-73.83048555279157
_XeRwcGAZWJ4ZFopZPaV8Q,40.8704568995663,-73.8259364000448,40.87043847092141,-73.82594921952565
cJiZ542Vn6Ba7LdakhBwfA,40.8092113001615,-73.8562716001542,40.80921459919225,-73.85620723924085
NYJ09j5Z038XWdv-Yzg80g,40.8067990000739,-73.8557493998149,40.80681125885118,-73.85573736830412
7nA2bTiY6uJBfwlOMArgDg,40.8219326997344,-73.8592726998751,40.82192939230699,-73.85931124678217
i1giWbMhIrNVgg5m5Srkxg,40.8155299998097,-73.8577799997472,40.81555774090201,-73.85779038611723
7nA2bTiY6uJBfwlOMArgDg,40.8218227998823,-73.8592474999721,40.82192939230699,-73.85931124678217
9x3KuJtTvArPqxXAQ4DC7A,40.85962599994,-73.863704999586,40.85963453284471,-73.8635908419593
V5vTg5ZidEUKn1jtwKmSNA,40.8134229997717,-73.8572779999797,40.81348619215161,-73.85730493575684
NDV9dRwqlqvwW5-1Irluww,40.8595684999863,-73.867447799876,40.85954723137241,-73.86731026513078
D9KkW1UOr0U5RqcN2Pypxg,40.8113175996276,-73.8567960002352,40.8114217108424,-73.85683411057543
NDV9dRwqlqvwW5-1Irluww,40.8595593997466,-73.8673516002961,40.85954723137241,-73.86731026513078
9Ey5hMQpzOc9Dcmxz-zDQw,40.8197384996321,-73.8587897999093,40.81975233955692,-73.85876657740185
98pn0zXt1VO1yEI-G0IsyQ,40.817645900438,-73.858274000045,40.81768637779827,-73.858281308914
u0FJdnnw1pxhwFBdOEgclA,40.8598120004235,-73.8502499996378,40.85982186322283,-73.85020017441236
tJ-AmlHzPYdzhiR_zVZCQQ,40.8596449999168,-73.8617559996396,40.85966397326651,-73.861773815509
jC2zQ0zQ5pteQyK0N_nxZQ,40.8128240000276,-73.8571559997495,40.81274157588653,-73.85711551108615
1Bgpu3F-UyUaR1WZVVZZxQ,40.8369824998425,-73.8883527998418,40.83701712237713,-73.8883735822926
7ysNukIleJfG5C-5Bo76qg,40.8148865996369,-73.859324900124,40.8149099202336,-73.85933888400213
94paxjI_jF7J8eCsa-MiHg,40.8309636989156,-73.9319431390646,40.83107396780778,-73.93195171685615
WJvrQeHhYGR55Eq4E3kc-g,40.8300213002429,-73.931742000293,40.82996343194595,-73.93176604217076
a6FNUjoKS2Qb2D69v1wfbQ,40.8898349999853,-73.8206784003878,40.88977957915964,-73.82078119450688
yfDGQeXjGPRoYGi0GcxYMw,40.8678559001297,-73.848759400326,40.86784271718997,-73.84871863749477
HFPUFe4L8oiXopNsfnFs3Q,40.889099299693,-73.8220134997232,40.88915156988219,-73.82193078300541
H70-KNdOe6mwDunU5Dy5fA,40.8587970003813,-73.8185865997917,40.8588714433712,-73.81849438297083
3wA30Sa3GhVU5GqawKLERA,40.8890107866185,-73.8219162317487,40.8889256869229,-73.82204656258509
om4XlzO5i5L6MpdOhPtRsA,40.8573820997042,-73.8221969002667,40.85733344439697,-73.82232971351539
uajwdyxHr8qV7FmzwSXjQg,40.8570237000837,-73.822527500044,40.85703907364918,-73.82240402489167
MUiH0kPCNMDOtbSQUe-ZvA,40.8889482441662,-73.82184750286,40.8888459957529,-73.82179131419663
CMnwzUrvR135Cu58PiuRQw,40.8573182001749,-73.8214806999743,40.85728653624009,-73.82142724691136
MUiH0kPCNMDOtbSQUe-ZvA,40.8888516003212,-73.8217413001209,40.8888459957529,-73.82179131419663
cWAU3fd7SPooJIZliIdSEw,40.8886326001145,-73.8228032996325,40.88859994653438,-73.82286389322333
ks6opOoUnQDzNDcCzmLNEA,40.8224630002673,-73.8928865997368,40.8223748676377,-73.89289082857748
Nijn4pUAS1wlepWhOfN2Fw,40.8885409268224,-73.8227055667085,40.88845952676575,-73.822839212573
_j3rSFcYgNK4ysq5DcvmuQ,40.8227529003261,-73.8675554001616,40.8227387,-73.867482
Nmv2vArNrKiEoRtojE9tFQ,40.8883829995758,-73.8225372001316,40.8884207,-73.8225139
Nmv2vArNrKiEoRtojE9tFQ,40.8884799294053,-73.8226405367313,40.8884207,-73.8225139
RLg7EB3GUSP7qoOzzELA3A,40.820673799956,-73.8653874998332,40.82068351307813,-73.86539026482951
f2bm_gvHkd2KDuPCykCr-Q,40.8183711002461,-73.8629611001746,40.81835852204688,-73.8630113693731
T7jpb2blY89NpJWwGQiwJg,40.8166480999299,-73.8611586996142,40.81663612953932,-73.86115569338224
CuT7Uo1H-FJ5-WIdB4zuXw,40.8377815996412,-73.8870887001833,40.8377584,-73.8872337
Nk9uHAlG38pZB9UxuKmkAA,40.8769930004267,-73.8464938003486,40.87703414090021,-73.84641612120467
1n7vMRzVTbQm_PJVMukPMA,40.8160395997478,-73.860519799649,40.81600602086039,-73.86057779915431
SOyXcxGBle2i8zCiUSRvVQ,40.8543192003709,-73.8907207004,40.85438239403383,-73.89065428884044
yolMxLMHLS1AekyO_tJDRw,40.8904276001537,-73.8273203001917,40.89038169640108,-73.82730277032945
30o4L3A9FERsa7o9JXUb9A,40.8463305999773,-73.8963441,40.84635542039204,-73.89633956592228
3PrmJOdMzRUjmGCYYBRDPg,40.8887977003536,-73.828021099594,40.88883096667985,-73.82796907278204
ka9NgPGsq4IyUbu-8rDu4g,40.8868493002551,-73.8282122001329,40.88675773515524,-73.82815167404243
gJCzRhCUkJxXA7RY6gfqwg,40.8460889998075,-73.8964671002764,40.84606736852096,-73.89648257044308
C0Q53rmhDjuhqkbZzPcdcA,40.8528579000721,-73.8601671997564,40.85286780649302,-73.86008786912983
vuOApEwQFrTVUtz7wSYq9w,40.8444276003535,-73.897306200121,40.84448591564563,-73.89728389622175
mSqEhDH0CA7gI5CY4VhDEA,40.8439362998204,-73.8194576003879,40.84389834707381,-73.81942140641664
hsNP3H6T3bIskqrCCYefBQ,40.8161450002916,-73.9175029003385,40.81612771854455,-73.91755485390888
7wvUgN3Xzc5-Umr-8Y59xA,40.8331388999403,-73.9265217002163,40.83311466589232,-73.92654899967212
ymM0V-Sjzahpm4C-QcAW4A,40.8243099001818,-73.8255698004059,40.82437270097948,-73.82548783266779
2M2QGK3A9TKs5BkLlGdF7A,40.8526949995746,-73.92177660011,40.85263536972254,-73.92181191477754
FkaIDLK3HiYIfpmUAuEJgQ,40.845082099959,-73.9039015995791,40.84518114177781,-73.90392631404453
2M2QGK3A9TKs5BkLlGdF7A,40.852545999898,-73.9219162998973,40.85263536972254,-73.92181191477754
e4Lifi9cC4hvXMJs1TvhJA,40.8613737001362,-73.9049968002621,40.8614106748219,-73.90493920857041
Bf0MeS4K1El3ziOrfkWAWw,40.8788053996495,-73.8856407997831,40.87870101969951,-73.88564245930128
I93jLz6osv1Nep8mY58uNg,40.8056983998613,-73.8487687002153,40.8056189826974,-73.84879697706681
N5QnRrEVfVapkkDTNA2ubQ,40.8314832003894,-73.8997303002132,40.83139829204915,-73.89981246479077
UNyhu6LBscY0C-F98ir7LQ,40.8600205999708,-73.9062002001791,40.86003426779664,-73.90618483256385
A--RKCLqhtPALqXduGiJ3g,40.8368756001289,-73.9206204002112,40.83695529082438,-73.92058397259306
p0D23ohu-uUx5npgGvCjpA,40.8561452998658,-73.9096395997877,40.85616423220765,-73.90962230081975
LgRBPQOoi2KdEku1QUhn2g,40.8860159003136,-73.9069920001807,40.885941,-73.906929
I3dDZ0s__xfippYLySqHyw,40.8379590997327,-73.8629001000595,40.83791470526366,-73.8628188993919
e9z_VaHX62lwx9pepXsF3Q,40.8858053995996,-73.9071780995896,40.88588937528689,-73.9070064825213
2YB9PBv-4XbVuFJCvSoYDA,40.8928795000889,-73.9099367996436,40.8930046501643,-73.90997835224951
MuTivQst9CBYjRFn9xyMkA,40.82162209998,-73.866878699892,40.82170631991647,-73.86686692062085
EkUAZd0irLLB24j_pqjjLA,40.8595798997926,-73.866636300225,40.85955563062897,-73.86644771193853
3VN8oK-fTG01xTVWt6h-Lw,40.8227432002386,-73.8672111999369,40.82266313854343,-73.86721039830059
d1PLxfzvKY5s-jwFgpMBvQ,40.8679284997006,-73.8692774004317,40.86786414701024,-73.86924262894426
bgk6ZMoOOAVLqlOrLhclCg,40.8505549998134,-73.9013960002252,40.85051097929446,-73.90143465491781
vMos88uZYw5I03D3PXbY4g,40.8853659000163,-73.8949245003653,40.88536554634835,-73.89494988667555
HAo_c6uITKp9PD7qfZ5jIw,40.8184137002322,-73.8242095002682,40.81834704040337,-73.82423391330398
UkseIIEVpjUT9WzmQjOI7A,40.8393432004284,-73.8380014995695,40.83934714467568,-73.83785955635433
xeAcEE94f_C_i9Fiv0eiEQ,40.8499149001526,-73.901661200404,40.84989281700178,-73.90168511851306
W7x2RlCER5egDrjUlxQvXA,40.84888579964,-73.8676776998659,40.84887576748939,-73.86782969744732
jYW1Cdw3h-A8pnZYcQ-2iQ,40.8494517996609,-73.8453017004131,40.8495076,-73.8452883
ZtMvPx50La_hx8AidIKqug,40.8176988003594,-73.8237396998272,40.8176668,-73.823709
z9Cax5kps3C6K-6n7gSb6w,40.8524103002952,-73.8639242003416,40.85237065470614,-73.86393970911526
iZKZiSaWX1hjn4mbFHmXMA,40.8137985,-73.9132279001474,40.81385333434427,-73.91320912480455
ZtMvPx50La_hx8AidIKqug,40.8175809999632,-73.8236713999152,40.8176668,-73.823709
S8Jz4W82633aycP6yjQuBw,40.8193036000811,-73.9105842998255,40.81921778726677,-73.91060352639008
