IntersectionId,Url,Borough,TrafficSignal,Lat,Long,PanoramaId,ImageDate
AXjK_-KdLVwDtjXR1erN,946,The Bronx,,40.8663250003985,-73.7960414000905,D-cz5TpWJ0XS1I3yGBVHPg,2007-09
AXjK_-LCLVwDtjXR1erO,947,The Bronx,,40.8658464999161,-73.8009386996612,iDjER4Bmrbm8hw8_x01uIg,2020-10
AXjK_-LjgxjkLnQCdqY0,1625,The Bronx,TrafficLight,40.8678580000467,-73.8412239997877,1cQSOrw0Z3UTX8za5i8Peg,2019-10
AXjK_-LyLVwDtjXR1erP,948,The Bronx,,40.8653069003932,-73.8016307000967,AgmIjdcSc74CDhVrijvDow,2020-10
AXjK_-M7LVwDtjXR1erR,950,The Bronx,,40.8342653997285,-73.8239371001171,UGpmwNi0T99vse7IVpwlrA,2018-09
AXjK_-MLgxjkLnQCdqY1,1626,The Bronx,TrafficLight,40.8675410996421,-73.8428141999154,wq5LfNbyD2dbs6uv_MC9og,2019-07
AXjK_-MWLVwDtjXR1erQ,949,The Bronx,,40.8647713999802,-73.8018452999206,iWoOVAJVGdlIrZA1Bhizow,2020-10
AXjK_-NEgxjkLnQCdqY2,1627,The Bronx,TrafficLight,40.8673340999888,-73.8428951002286,GLxvqA6ftsZJ3-b9KXztqQ,2018-08
AXjK_-NxgxjkLnQCdqY3,1628,The Bronx,,40.8696219995557,-73.8357262004038,xS3H_hhzyQq-xn7dMDBH_A,2020-10
AXjK_-O4gxjkLnQCdqY5,1630,The Bronx,,40.8698772999974,-73.8348910000196,eZ-C_YMfspCTePGiQhbYig,2019-11
AXjK_-OCLVwDtjXR1erT,952,The Bronx,,40.8895213002679,-73.9182621997407,IzX6p70RJkVrw25jbWgL1Q,2019-10
AXjK_-OSgxjkLnQCdqY4,1629,The Bronx,,40.867465999956,-73.8442920000757,nKXkcisGW7xYCzARgqqNyA,2019-07
AXjK_-OzLVwDtjXR1erU,953,The Bronx,,40.8792142998001,-73.9201843000653,OPR0D7gY6JfsERt09cbL3A,2019-10
AXjK_-P-gxjkLnQCdqY7,1632,The Bronx,,40.8676419999784,-73.8537560003391,HXvIlCIPwYkWQ3qTWVnH7g,2018-05
AXjK_-PagxjkLnQCdqY6,1631,The Bronx,,40.8688140000661,-73.8382209997993,4x6Lczai7YMin1M_YUQbpA,2018-08
AXjK_-PlLVwDtjXR1erV,955,The Bronx,,40.8502789996762,-73.8980504997307,IqkVSJ0LKPA8aGeSMqG9WA,2019-10
AXjK_-Q3LVwDtjXR1erX,957,The Bronx,,40.8488630998522,-73.898846200092,fqSvcNZVLcQZkWjATyVwrA,2019-10
AXjK_-QOLVwDtjXR1erW,956,The Bronx,,40.849984499585,-73.8977818002898,I4ZtBqtRy9UklWRpb80NzA,2019-10
AXjK_-QggxjkLnQCdqY8,1633,The Bronx,,40.867857,-73.8653239996029,y_YnV5mtnskLhR9hU394aw,2019-08
AXjK_-R8LVwDtjXR1erZ,959,The Bronx,,40.8364410998769,-73.9053869999101,s2VWAJegDrlWtqUo9bW4rg,2019-08
AXjK_-RNgxjkLnQCdqY9,1634,The Bronx,,40.8677149997475,-73.8576609996554,tY33-KC5sudj6cr6fr9wxQ,2018-05
AXjK_-RaLVwDtjXR1erY,958,The Bronx,,40.8487537000233,-73.8984813001719,D11CVlpREVRhFpdvpS8BKQ,2019-08
AXjK_-RzgxjkLnQCdqY-,1635,The Bronx,,40.868275000391,-73.8398870001849,zdWOFPddtFx_4kQlrw35ug,2018-08
AXjK_-S5LVwDtjXR1era,960,The Bronx,,40.812408300103,-73.9297019997475,vgdEAzgOoGD287jRRscaMA,2019-08
AXjK_-ScgxjkLnQCdqY_,1636,The Bronx,,40.8676779998399,-73.8557070003777,ndMAl-IUVJsTiP-sgJ72rw,2019-09
AXjK_-TEgxjkLnQCdqZA,1637,The Bronx,,40.8676969998168,-73.8567210003739,5uAOaoTdwnZJdfpfCOw3ig,2019-09
AXjK_-TfLVwDtjXR1erb,961,The Bronx,,40.864704699962,-73.8015111999819,86BHWgQf4TJJC8Ao3Gl19Q,2020-10
AXjK_-TrgxjkLnQCdqZB,1638,The Bronx,,40.8678050003006,-73.8625039999596,ZEOKr-Yqu_lcTWO1NjDvag,2018-05
AXjK_-U3gxjkLnQCdqZD,1640,The Bronx,,40.8674839998868,-73.8452340003488,mqWadPFbTeYWzCVa3cgVTA,2018-08
AXjK_-UDLVwDtjXR1erc,962,The Bronx,,40.8643269999911,-73.8016850002625,PZopRnX0MBWd-T7QmOXJzw,2020-10
AXjK_-USgxjkLnQCdqZC,1639,The Bronx,,40.8680089998155,-73.8407209999741,58yqkXWPsni77CNH-x4dzA,2020-10
AXjK_-UoLVwDtjXR1erd,963,The Bronx,,40.8621797004329,-73.802122300104,vToxWp74A-MdiCI6fSAIgw,2020-10
AXjK_-V1LVwDtjXR1erf,966,The Bronx,,40.8354987003048,-73.8607867004458,Pj90yx5d-UX8z_7Zw2m-Sw,2018-09
AXjK_-VPLVwDtjXR1ere,965,The Bronx,,40.8362338996748,-73.8595931004412,GQ5V6ALJlhW84WWpExTN1w,2019-11
AXjK_-VsgxjkLnQCdqZE,1641,The Bronx,,40.8674449998869,-73.8432129997801,TXnD2jXuwX74czU_W11iJA,2018-08
AXjK_-W6gxjkLnQCdqZG,1643,The Bronx,,40.8677339997244,-73.8586019998824,fIKsJeesQDgbl7L5T3Q46Q,2018-09
AXjK_-WVgxjkLnQCdqZF,1642,The Bronx,,40.8679109997929,-73.8682889996376,9cK4ulvRfC-yeHea_WZLyA,2019-08
AXjK_-XFLVwDtjXR1erh,968,The Bronx,,40.8792501000121,-73.8881455996397,SJepyAkynwFv3Htt3pi9Fg,2019-10
AXjK_-XmgxjkLnQCdqZH,1644,The Bronx,,40.8676060001168,-73.8518830003002,lqMuSnKY55jGjIQxdPCbaQ,2018-09
AXjK_-XzLVwDtjXR1eri,970,The Bronx,,40.874549099961,-73.8914993001525,oumMwlC9zzuvG2GRQFWw-Q,2019-10
AXjK_-YjgxjkLnQCdqZI,1645,The Bronx,,40.8677630001624,-73.8604800001518,MrGX9EUlbXPdT9ixOQFilw,2019-10
AXjK_-YxLVwDtjXR1erj,971,The Bronx,,40.8637722999517,-73.8587291001678,_AljF3tcFFbl5PRta_dnPQ,2019-10
AXjK_-Z2gxjkLnQCdqZK,1647,The Bronx,,40.8676250000937,-73.8528180002505,-PslLvhR9JWbQS9L2p7kJA,2019-09
AXjK_-Z8LVwDtjXR1erl,974,The Bronx,,40.8814362997455,-73.8229718002084,0SfSJcadLUT6-03cLMdZuQ,2019-11
AXjK_-ZLgxjkLnQCdqZJ,1646,The Bronx,,40.8675029998636,-73.8461739996304,Wvbq5RExK-WSQBLjh1SvCA,2019-07
AXjK_-ZXLVwDtjXR1erk,972,The Bronx,,40.8556356001029,-73.8605713002253,b6MyF0WTRx58wHah9uLKLA,2019-07
AXjK_-_0LVwDtjXR1esg,2241,The Bronx,TrafficLight,40.8572172998386,-73.8688820000042,yUykrkvjgUY463ppzqIFmw,2019-10
AXjK_-_KgxjkLnQCdqZ-,1705,The Bronx,,40.8596900001934,-73.8588220001351,rbTYlALKD7KrByNfrFZD_w,2020-10
AXjK_-_RLVwDtjXR1esf,2240,The Bronx,TrafficLight,40.8340339996694,-73.8952740002948,YSt0oUyEptHb17M7hMXjcA,2019-10
AXjK_-_ygxjkLnQCdqZ_,1706,The Bronx,,40.8597850000777,-73.8521320000917,iob38EBHwYc_B7WtDGOHjg,2020-10
AXjK_-aaLVwDtjXR1erm,976,The Bronx,,40.8580612002642,-73.8588276002135,5CnELk-fzxUJI3FVBEjj9Q,2018-07
AXjK_-ajgxjkLnQCdqZL,1648,The Bronx,,40.8675910003245,-73.8509440001654,FcPJqO_XbMWGtT_LxoUnDg,2018-09
AXjK_-b6LVwDtjXR1erp,1650,The Bronx,,40.8678390000699,-73.8643850003674,bbo8w3aOoQVzo7w2CyDNnw,2019-08
AXjK_-bHLVwDtjXR1ern,984,The Bronx,,40.8566966984939,-73.8647525002277,FWLUC3VjeYX9m2weED3QHw,2019-07
AXjK_-bOgxjkLnQCdqZM,1649,The Bronx,,40.8685450002516,-73.8390530003956,IUvMUkdI9y1oLHu9VZyx8Q,2020-10
AXjK_-boLVwDtjXR1ero,988,The Bronx,,40.8414416002497,-73.7830659995961,KzdvJyoKdrV7zD9BlfU9Eg,2019-11
AXjK_-cOgxjkLnQCdqZN,989,The Bronx,,40.8407397999019,-73.7868256001213,zEabXVhN4nIakSpKVM7Bdg,2019-10
AXjK_-d4LVwDtjXR1ers,1653,The Bronx,,40.8677939997933,-73.8616940003778,HclSciRwuQO7EvlQWjljWg,2019-09
AXjK_-dNLVwDtjXR1err,1652,The Bronx,,40.8690829998806,-73.8373890001022,V1EGycVPEjNg-lm9Z9acYA,2020-10
AXjK_-eeLVwDtjXR1ert,1654,The Bronx,,40.8676599999091,-73.8546969996668,jUKOfyjyZIPYjg334sgZ1Q,2020-10
AXjK_-fELVwDtjXR1eru,1655,The Bronx,,40.8502740003449,-73.8276590001627,FAbRMVY6EtmtcVR7HR_Zvg,2019-07
AXjK_-gkgxjkLnQCdqZO,2190,The Bronx,,40.8442199999531,-73.8554359995717,jA1JMvO6jwSbwS6p0NF0xA,2019-11
AXjK_-gwLVwDtjXR1erv,1656,The Bronx,,40.8502409997224,-73.82883899972,caJebZdkESIDp5sHO0-Fng,2019-07
AXjK_-h3LVwDtjXR1erx,1658,The Bronx,,40.8429390002347,-73.8953779996949,-lW7DU4FLipAt9kwEncYCw,2019-11
AXjK_-hKgxjkLnQCdqZP,2191,The Bronx,,40.8440799997922,-73.8550240003573,59lKKPw7oXkCKH0lSDhYwQ,2019-11
AXjK_-hULVwDtjXR1erw,1657,The Bronx,,40.8502061995565,-73.8301652002638,qOwOEEAP33pR2Fyacn8OLg,2019-07
AXjK_-h_gxjkLnQCdqZQ,2192,The Bronx,,40.8440045997326,-73.8553180004253,jnHc4ljfnx0Egl5PLI5kZQ,2019-11
AXjK_-ieLVwDtjXR1ery,1659,The Bronx,,40.8439074001065,-73.8946137000622,PXJ56aRZWTGnEGl6qZ-Clg,2019-10
AXjK_-ingxjkLnQCdqZR,2193,The Bronx,TrafficLight,40.8493239997029,-73.8594250000637,wXllA_iKgdSkyjKPgUi0Gw,2019-11
AXjK_-j0gxjkLnQCdqZT,1661,The Bronx,,40.8480029999386,-73.8924210000291,YUbctmVfE1woR8wUpdWNlw,2019-08
AXjK_-jCLVwDtjXR1erz,1660,The Bronx,,40.8469710000117,-73.8930399997961,bBFKv5hIsDpauBQob2vIpg,2019-08
AXjK_-jVgxjkLnQCdqZS,2194,The Bronx,,40.8434440001406,-73.8547290002431,7VT3hRWQ8i-zTL4Ynj-nUw,2019-11
AXjK_-kFLVwDtjXR1er0,2195,The Bronx,,40.8460539999921,-73.8568710000965,l4kTHUEEWWvnXtRggNYnGA,2019-11
AXjK_-kXLVwDtjXR1er1,1662,The Bronx,TrafficLight,40.8494670000021,-73.8915440000555,X2rhDn9oNObabDpwznzZfg,2019-08
AXjK_-kqgxjkLnQCdqZU,2196,The Bronx,,40.8549496997689,-73.8610357002373,IICWFbQEWOp5BVvS0Au6Lw,2019-07
AXjK_-l-gxjkLnQCdqZW,1664,The Bronx,,40.8521030001534,-73.8899710003614,cNn2U1IO7LPFsa8GZ5mknA,2011-06
AXjK_-lSgxjkLnQCdqZV,1663,The Bronx,,40.8504769998137,-73.8909359998964,9cOZLpw_uUKfNpiQZuSoOg,2019-08
AXjK_-ldLVwDtjXR1er2,2197,The Bronx,TrafficLight,40.8824002003091,-73.8362222997193,oXVLQJBevWMdCY_uDdjaag,2019-11
AXjK_-mCLVwDtjXR1er3,2198,The Bronx,TrafficLight,40.8821037999505,-73.8366613001788,jjbEMKjRO36tFOwmNtQ7eQ,2020-10
AXjK_-mgLVwDtjXR1er4,2199,The Bronx,,40.8602520000298,-73.8245961997548,TdPJkyPG7lI-YJwxPCiHng,2019-10
AXjK_-mqgxjkLnQCdqZX,1665,The Bronx,,40.851914299905,-73.8896684999013,5GyxAUiCx3db2HqONx4SyA,2019-08
AXjK_-n-gxjkLnQCdqZZ,1667,The Bronx,TrafficLight,40.8555560002093,-73.887568000163,2wsrn_tcq419toK260JR-Q,2019-11
AXjK_-nNgxjkLnQCdqZY,1666,The Bronx,,40.8547619995667,-73.8882370004372,uYJtun3iag6G0RRQwqq72Q,2018-06
AXjK_-nXLVwDtjXR1er5,2200,The Bronx,,40.8784602002781,-73.834004600332,jxbfscWqHKFiyJp9OYlFzw,2019-09
AXjK_-nyLVwDtjXR1er6,2201,The Bronx,,40.862467800049,-73.8257700002853,-QqxD1NLbo_4Go41veDs5w,2019-10
AXjK_-ocLVwDtjXR1er7,2202,The Bronx,,40.8627883004398,-73.8260132003489,fpzIFKRTEMa4nmgF8Uh4Jg,2019-10
AXjK_-olgxjkLnQCdqZa,1668,The Bronx,,40.856434000229,-73.8868169997047,FShKyxQahga21cmg9E1bHw,2019-11
AXjK_-pBLVwDtjXR1er8,2203,The Bronx,,40.8833223003839,-73.8367419999433,92lPw4HsbQBhaxtHDUOyhw,2019-09
AXjK_-pLgxjkLnQCdqZb,1669,The Bronx,,40.8573720003176,-73.8860169996847,pnfl88YSKYnSy8UojPkEgA,2019-11
AXjK_-plLVwDtjXR1er9,2204,The Bronx,,40.861199700206,-73.8251283996559,_nDkH-rrYbZiAlC9QrXmTw,2019-10
AXjK_-pvgxjkLnQCdqZc,1670,The Bronx,TrafficLight,40.8584388004103,-73.8851131000895,uGPeo2tR7OcATnol1Xs-qw,2019-11
AXjK_-q4gxjkLnQCdqZe,1672,The Bronx,TrafficLight,40.8462690000144,-73.8929009996813,QGn72tu7CdlRoCHpQi7AVA,2019-11
AXjK_-qLLVwDtjXR1er-,2205,The Bronx,,40.87997920018,-73.8348807999089,0e0iXHSH3VHRtVdo74omFA,2019-09
AXjK_-qtLVwDtjXR1er_,2206,The Bronx,,40.8061180001457,-73.8557099996167,1Lw1EM7HJoLpp7XxjGk6iQ,2019-10
AXjK_-regxjkLnQCdqZf,1673,The Bronx,,40.8512240000876,-73.8904990004285,PS5gYyYncdplSiWR7M8mNg,2019-08
AXjK_-rvLVwDtjXR1esA,2207,The Bronx,,40.8255329997482,-73.8601169995998,faPimmevA2cD25A1ZxgYfQ,2019-07
AXjK_-s7LVwDtjXR1esC,2209,The Bronx,,40.8078994995623,-73.8571214999572,whoWfckwv6n3em8OJ7Sb2g,2019-10
AXjK_-s7gxjkLnQCdqZh,1675,The Bronx,TrafficLight,40.869205299585,-73.8304676,LmfSHa5liNV4wfcJAdLK3w,2019-10
AXjK_-sBgxjkLnQCdqZg,1674,The Bronx,,40.8526381003681,-73.8898971003708,_wKev524TZGbmS_NackyLw,2019-08
AXjK_-saLVwDtjXR1esB,2208,The Bronx,,40.807118200045,-73.8558118001744,VDqUElW8J6EQC8kOBsCiAQ,2019-10
AXjK_-tdLVwDtjXR1esD,2210,The Bronx,,40.8087989996741,-73.8561856996103,m89H9BxV2g1Uty1PdI2-OQ,2011-06
AXjK_-tlgxjkLnQCdqZi,1676,The Bronx,TrafficLight,40.8690512996778,-73.8304048003412,tlqtVoiKORUM0HOQx34lrQ,2019-10
AXjK_-uCgxjkLnQCdqZj,1677,The Bronx,TrafficLight,40.8704568995663,-73.8259364000448,_XeRwcGAZWJ4ZFopZPaV8Q,2019-10
AXjK_-uLLVwDtjXR1esE,2211,The Bronx,,40.8092113001615,-73.8562716001542,cJiZ542Vn6Ba7LdakhBwfA,2019-10
AXjK_-usLVwDtjXR1esF,2212,The Bronx,,40.8067990000739,-73.8557493998149,NYJ09j5Z038XWdv-Yzg80g,2019-10
AXjK_-v5gxjkLnQCdqZm,2214,The Bronx,,40.8219326997344,-73.8592726998751,7nA2bTiY6uJBfwlOMArgDg,2011-06
AXjK_-vTLVwDtjXR1esG,2213,The Bronx,,40.8155299998097,-73.8577799997472,i1giWbMhIrNVgg5m5Srkxg,2018-08
AXjK_-wjLVwDtjXR1esI,2215,The Bronx,,40.8218227998823,-73.8592474999721,7nA2bTiY6uJBfwlOMArgDg,2011-06
AXjK_-wkgxjkLnQCdqZn,1682,The Bronx,,40.85962599994,-73.863704999586,9x3KuJtTvArPqxXAQ4DC7A,2019-11
AXjK_-x0gxjkLnQCdqZp,2217,The Bronx,,40.8134229997717,-73.8572779999797,V5vTg5ZidEUKn1jtwKmSNA,2018-08
AXjK_-xKLVwDtjXR1esJ,1683,The Bronx,,40.8595684999863,-73.867447799876,NDV9dRwqlqvwW5-1Irluww,2019-11
AXjK_-xKgxjkLnQCdqZo,2216,The Bronx,,40.8113175996276,-73.8567960002352,D9KkW1UOr0U5RqcN2Pypxg,2019-07
AXjK_-xuLVwDtjXR1esK,1684,The Bronx,,40.8595593997466,-73.8673516002961,NDV9dRwqlqvwW5-1Irluww,2019-11
AXjK_-y9gxjkLnQCdqZr,2219,The Bronx,,40.8197384996321,-73.8587897999093,9Ey5hMQpzOc9Dcmxz-zDQw,2019-10
AXjK_-yWgxjkLnQCdqZq,2218,The Bronx,,40.817645900438,-73.858274000045,98pn0zXt1VO1yEI-G0IsyQ,2011-06
AXjK_-yaLVwDtjXR1esL,1685,The Bronx,,40.8598120004235,-73.8502499996378,u0FJdnnw1pxhwFBdOEgclA,2020-10
AXjK_-zALVwDtjXR1esM,1686,The Bronx,,40.8596449999168,-73.8617559996396,tJ-AmlHzPYdzhiR_zVZCQQ,2019-11
AXjK_-zsgxjkLnQCdqZs,2220,The Bronx,,40.8128240000276,-73.8571559997495,jC2zQ0zQ5pteQyK0N_nxZQ,2018-07
AXjK_5-ggxjkLnQCdqSW,131,The Bronx,,40.8369824998425,-73.8883527998418,1Bgpu3F-UyUaR1WZVVZZxQ,2019-11
AXjK_5-nLVwDtjXR1ekx,1095,The Bronx,,40.8148865996369,-73.859324900124,7ysNukIleJfG5C-5Bo76qg,2018-09
AXjK_50ELVwDtjXR1ekj,1075,The Bronx,TrafficLight,40.8309636989156,-73.9319431390646,94paxjI_jF7J8eCsa-MiHg,2019-10
